id,age,fare,family_size,embarked,sex,pclass,title,is_alone,target
0,-0.1603058384412281,0.012244716242356572,-0.1341280757187451,-0.0009543717970637037,0.1603058384412281,-0.012244716242356575,0.1341280757187451,0.0009543717970637148,target_1
1,-0.0716468292492749,0.016730757602984776,-0.11044698916440272,-0.028820721237565933,0.07164682924927492,-0.01673075760298475,0.11044698916440275,0.028820721237565954,target_1
2,0.3061872648970101,-0.025153104563102904,-0.017247020920987188,-0.016609455022827024,-0.3061872648970101,0.025153104563102904,0.01724702092098721,0.01660945502282703,target_0
3,0.36548824352614706,-0.09961224131884065,0.11726256961496392,0.12181682431801674,-0.3654882435261471,0.09961224131884067,-0.11726256961496392,-0.12181682431801674,target_0
4,0.4453056441598609,0.09096929692497845,-0.09494021542592128,-0.0943026495277611,-0.44530564415986085,-0.09096929692497846,0.09494021542592126,0.0943026495277611,target_0
5,-0.14687052939205852,-0.058394384068007246,-0.19546425222205338,-0.0989560314507761,0.14687052939205852,0.058394384068007246,0.19546425222205338,0.09895603145077608,target_1
6,-0.10074672771166818,0.04859167764015836,-0.12007221424012357,-0.022187653295026356,0.1007467277116682,-0.04859167764015833,0.12007221424012353,0.022187653295026373,target_1
7,0.07199822606129876,0.02925075474235831,0.06608312770668465,0.061306663056099865,-0.07199822606129877,-0.029250754742358314,-0.06608312770668465,-0.0613066630560999,target_0
8,-0.06913286417777222,0.020273552467847813,-0.13464284204130209,-0.02038509355269889,0.06913286417777224,-0.020273552467847806,0.1346428420413021,0.0203850935526989,target_1
9,0.2030308875681212,0.06374752803601601,0.07519613148475646,0.09013252531668993,-0.2030308875681212,-0.063747528036016,-0.07519613148475644,-0.0901325253166899,target_0
10,0.014040708459311524,0.010025409385736535,0.1965440888530211,0.09014760220566997,-0.014040708459311522,-0.010025409385736542,-0.1965440888530211,-0.09014760220566996,target_0
11,-0.10129086045322995,-0.04860859001476387,-0.11338642545795236,0.0021331749161835503,0.10129086045322998,0.048608590014763864,0.11338642545795236,-0.002133174916183541,target_1
12,-0.10601641949926376,-0.06706579462276771,-0.0825571778649932,0.0033002119265681325,0.10601641949926377,0.06706579462276772,0.08255717786499323,-0.003300211926568118,target_1
13,-0.1517734323048583,0.030443716283375787,-0.13072241258726947,-0.04839820882263024,0.1517734323048583,-0.03044371628337577,0.13072241258726947,0.048398208822630254,target_1
14,-0.25185318472227386,-0.027900405708924967,-0.13415580312399092,0.004105369798558524,0.2518531847222739,0.027900405708924953,0.1341558031239909,-0.004105369798558548,target_1
15,0.10824650733621972,0.04480281185415532,0.1026863175002246,0.1190450531848472,-0.10824650733621974,-0.04480281185415532,-0.10268631750022461,-0.1190450531848472,target_0
16,-0.04294227832435607,-0.10103086976898935,0.21667125371260837,0.21722673364974093,0.04294227832435608,0.10103086976898934,-0.2166712537126084,-0.21722673364974093,target_0
17,-0.08434560842332588,-0.08191396294972488,-0.07975658076216874,0.0021610227632511128,0.08434560842332592,0.08191396294972488,0.07975658076216875,-0.00216102276325109,target_1
