id,node_name,node_importance,node_weight,rank,target
0,sex_female,0.1603058384412281,35,1,target_1
0,title_Mrs,0.1341280757187451,35,2,target_1
0,fare_0.95,0.012244716242356572,30,3,target_1
0,is_alone_0.00,0.0009543717970637148,30,4,target_1
0,embarked_S,-0.0009543717970637037,25,5,target_1
0,pclass_1.00,-0.012244716242356575,25,6,target_1
0,family_size_0.00,-0.1341280757187451,20,7,target_1
0,age_0.55,-0.1603058384412281,20,8,target_1
1,title_Mr,0.11044698916440275,30,1,target_1
1,sex_male,0.07164682924927492,30,2,target_1
1,is_alone_1.00,0.028820721237565954,30,3,target_1
1,fare_0.95,0.016730757602984776,30,4,target_1
1,pclass_1.00,-0.01673075760298475,25,5,target_1
1,embarked_S,-0.028820721237565933,25,6,target_1
1,age_0.05,-0.0716468292492749,25,7,target_1
1,family_size_3.00,-0.11044698916440272,25,8,target_1
2,age_0.05,0.3061872648970101,40,1,target_0
2,pclass_1.00,0.025153104563102904,30,2,target_0
2,title_Mrs,0.01724702092098721,30,3,target_0
2,is_alone_1.00,0.01660945502282703,30,4,target_0
2,embarked_S,-0.016609455022827024,25,5,target_0
2,family_size_3.00,-0.017247020920987188,25,6,target_0
2,fare_0.95,-0.025153104563102904,25,7,target_0
2,sex_female,-0.3061872648970101,15,8,target_0
3,age_0.65,0.36548824352614706,40,1,target_0
3,embarked_S,0.12181682431801674,30,2,target_0
3,family_size_3.00,0.11726256961496392,30,3,target_0
3,pclass_1.00,0.09961224131884067,30,4,target_0
3,fare_0.95,-0.09961224131884065,25,5,target_0
3,title_Mr,-0.11726256961496392,25,6,target_0
3,is_alone_1.00,-0.12181682431801674,25,7,target_0
3,sex_male,-0.3654882435261471,15,8,target_0
4,age_0.45,0.4453056441598609,45,1,target_0
4,title_Mrs,0.09494021542592126,30,2,target_0
4,is_alone_1.00,0.0943026495277611,30,3,target_0
4,fare_0.95,0.09096929692497845,30,4,target_0
4,pclass_1.00,-0.09096929692497846,25,5,target_0
4,embarked_S,-0.0943026495277611,25,6,target_0
4,family_size_3.00,-0.09494021542592128,25,7,target_0
4,sex_female,-0.44530564415986085,10,8,target_0
5,title_Mr,0.19546425222205338,35,1,target_1
5,sex_male,0.14687052939205852,35,2,target_1
5,is_alone_0.00,0.09895603145077608,30,3,target_1
5,pclass_1.00,0.058394384068007246,30,4,target_1
5,fare_0.75,-0.058394384068007246,25,5,target_1
5,embarked_S,-0.0989560314507761,25,6,target_1
5,age_0.95,-0.14687052939205852,20,7,target_1
5,family_size_0.00,-0.19546425222205338,20,8,target_1
6,title_Mrs,0.12007221424012353,30,1,target_1
6,sex_female,0.1007467277116682,30,2,target_1
6,fare_0.95,0.04859167764015836,30,3,target_1
6,is_alone_0.00,0.022187653295026373,30,4,target_1
6,embarked_S,-0.022187653295026356,25,5,target_1
6,pclass_1.00,-0.04859167764015833,25,6,target_1
6,age_0.95,-0.10074672771166818,25,7,target_1
6,family_size_1.00,-0.12007221424012357,25,8,target_1
7,age_0.85,0.07199822606129876,30,1,target_0
7,family_size_0.00,0.06608312770668465,30,2,target_0
7,embarked_S,0.061306663056099865,30,3,target_0
7,fare_0.05,0.02925075474235831,30,4,target_0
7,pclass_1.00,-0.029250754742358314,25,5,target_0
7,is_alone_0.00,-0.0613066630560999,25,6,target_0
7,title_Mr,-0.06608312770668465,25,7,target_0
7,sex_male,-0.07199822606129877,25,8,target_0
8,title_Mrs,0.1346428420413021,35,1,target_1
8,sex_female,0.06913286417777224,30,2,target_1
8,is_alone_1.00,0.0203850935526989,30,3,target_1
8,fare_0.85,0.020273552467847813,30,4,target_1
8,pclass_1.00,-0.020273552467847806,25,5,target_1
8,embarked_S,-0.02038509355269889,25,6,target_1
8,age_0.95,-0.06913286417777222,25,7,target_1
8,family_size_2.00,-0.13464284204130209,20,8,target_1
9,age_1.05,0.2030308875681212,35,1,target_0
9,embarked_C,0.09013252531668993,30,2,target_0
9,family_size_0.00,0.07519613148475646,30,3,target_0
9,fare_0.85,0.06374752803601601,30,4,target_0
9,pclass_1.00,-0.063747528036016,25,5,target_0
9,title_Mr,-0.07519613148475644,25,6,target_0
9,is_alone_0.00,-0.0901325253166899,25,7,target_0
9,sex_male,-0.2030308875681212,20,8,target_0
10,family_size_1.00,0.1965440888530211,35,1,target_0
10,embarked_C,0.09014760220566997,30,2,target_0
10,age_0.95,0.014040708459311524,30,3,target_0
10,fare_0.95,0.010025409385736535,30,4,target_0
10,pclass_1.00,-0.010025409385736542,25,5,target_0
10,sex_male,-0.014040708459311522,25,6,target_0
10,is_alone_0.00,-0.09014760220566996,25,7,target_0
10,title_rare,-0.1965440888530211,20,8,target_0
11,title_Mrs,0.11338642545795236,30,1,target_1
11,sex_female,0.10129086045322998,30,2,target_1
11,pclass_1.00,0.048608590014763864,30,3,target_1
11,embarked_C,0.0021331749161835503,30,4,target_1
11,is_alone_0.00,-0.002133174916183541,25,5,target_1
11,fare_0.95,-0.04860859001476387,25,6,target_1
11,age_0.15,-0.10129086045322995,25,7,target_1
11,family_size_1.00,-0.11338642545795236,25,8,target_1
12,sex_female,0.10601641949926377,30,1,target_1
12,title_rare,0.08255717786499323,30,2,target_1
12,pclass_1.00,0.06706579462276772,30,3,target_1
12,embarked_C,0.0033002119265681325,30,4,target_1
12,is_alone_0.00,-0.003300211926568118,25,5,target_1
12,fare_0.95,-0.06706579462276771,25,6,target_1
12,family_size_0.00,-0.0825571778649932,25,7,target_1
12,age_0.35,-0.10601641949926376,25,8,target_1
13,sex_female,0.1517734323048583,35,1,target_1
13,title_Mrs,0.13072241258726947,30,2,target_1
13,is_alone_0.00,0.048398208822630254,30,3,target_1
13,fare_0.95,0.030443716283375787,30,4,target_1
13,pclass_1.00,-0.03044371628337577,25,5,target_1
