id,age,fare,family_size,embarked,sex,title,is_alone,survived,target
0,-0.019209051411407375,-0.021162159424339192,0.008309699437403784,-0.33297172550924314,0.02158977880117242,0.026521979690565224,0.021450892523797973,-0.033620085562574176,target_1
1,-0.023061780303036922,-0.018265754228984646,-0.015490059773296474,-0.26305471161556954,-0.027982358539613412,0.0006523019546051177,-0.10909028817438317,0.015359657670334223,target_1
2,0.10405539024382414,-0.011634704569730774,-0.02105498024822267,-0.125232036711617,-0.007899614993335025,-0.15366088208070655,-0.24280327441528538,-0.0006502104245059882,target_1
3,0.16821367102696272,-0.02801491849929721,-0.029226613580983076,-0.02820290085165207,0.001083746532246112,0.013104270373037907,-0.11256268903362485,0.01443809899416594,target_1
4,0.16555652617126215,-0.015317097037441095,-0.013419269857402593,-0.1038406630881222,-0.014085029874048055,-0.08923012705797723,-0.2136559824725367,-0.020566571376055404,target_1
5,0.2540969213645982,-0.036588253129492085,0.021889063741766704,-0.03572734286537228,-0.02368359912373986,-0.04792415181463858,0.011197355237551075,0.02190545041634629,target_1
6,0.16198704200972924,-0.058864717545618936,0.018251807349690292,-0.17822803910270335,0.004124458863966147,0.00035476603132062975,-0.05478065002349844,-0.01378140280091701,target_1
7,0.4764951119622315,-0.021765614262216716,0.005836254089929821,0.044748350103713336,-0.002549582842679843,0.018186915293615845,0.01671546580932684,0.02364638561684057,target_1
8,0.36468671096170036,-0.002672319731704148,-0.025891480544836025,-0.011684158101319404,-0.027939101538371314,0.0004270198515694233,-0.07631995049360636,-0.01482136246883455,target_1
9,0.25330549844604655,0.2023979492657965,0.022484029204741802,-0.09416067093007821,-0.0009459217538723197,0.0006806752009935387,0.020431145555099766,0.017262581893261963,target_1
10,0.15091646659173552,0.17303682516699004,0.004143718276870967,-0.13584419569500558,0.006329408600291087,0.023019197299139788,-0.058247378019231695,-0.1758903814113778,target_1
11,-0.09691172320269513,0.0976886877798073,0.011163342976261021,-0.1566390293464942,0.0010537857264309,0.009002495311796707,-0.08485284941843703,-0.021087872786197302,target_1
12,-0.015007755073270207,0.13710565850165402,0.01260739051863003,-0.09651559855680715,-0.007831799569895354,-0.00948167290915837,0.019983120674549763,-0.20386376636472048,target_1
13,-0.06235834131118921,-0.037736080344701745,0.012947700954277235,-0.195484819745844,0.007043609218288388,0.01591039449617924,0.03768551864259533,-0.030551243260311424,target_1
14,0.27447509501583756,-0.031360397172310546,0.01788168816340416,-0.03380742653566554,-0.015197128075666965,-0.07939803274880634,0.014297934289550692,0.021499830291965522,target_1
15,0.303228414485271,-0.02435567934438115,0.02868976393836208,-0.025898793007709146,-0.01188409079991638,0.005701597198725837,-0.0015830501649289452,0.011860001138465847,target_1
16,0.020044661586575287,0.1750797758209579,0.014366284961508515,-0.10034852182435676,-0.0005872207931067784,0.006702512331651901,-0.13799113988151077,0.01709072763919351,target_1
17,0.16584559732307827,0.12836938329500092,0.012414521477755902,-0.09794431967740769,0.002228084037678879,0.0019139114701830296,-0.058604795502075153,-0.01295937440999783,target_1
18,0.04557646117543531,0.18995795602482457,0.013199358239490156,-0.12543346126770083,-0.0017370705215288948,0.006380173927537593,0.009806786944513682,-0.027608708646227786,target_1
19,0.03350253875861139,0.21033399873649528,0.02565839041352828,-0.1943576282861424,0.006916569376011457,0.013338141359890953,-0.001912001808920265,0.015840986338398835,target_1
20,0.37415941271312836,-0.013494224692608709,-0.041722315999654126,-0.0026564153046176064,-0.017652579496371154,-0.005324536900273897,-0.07468579704838058,0.013746332056122804,target_1
21,0.36468671096170036,-0.002672319731704148,-0.025891480544836025,-0.011684158101319404,-0.027939101538371314,0.0004270198515694233,-0.07631995049360636,-0.01482136246883455,target_1
22,-0.10082737946794378,0.19557594690127023,0.023467347267141194,-0.023271312866523928,-0.013214667310712821,-0.026443399222801235,0.03316789578386947,0.025414857675244235,target_1
23,0.09982116324911217,0.1584425408202117,0.01190694028423202,-0.1229815022770769,0.002072618619609638,0.0018589791817026293,0.02056401420349833,-0.02128977223034711,target_1
24,-0.019209051411407375,-0.021162159424339192,0.008309699437403784,-0.33297172550924314,0.02158977880117242,0.026521979690565224,0.021450892523797973,-0.033620085562574176,target_1
25,-0.11054308218037096,0.31992335575159303,0.01499603898273219,0.078111038128748,-0.003536335018365196,0.008363789998646006,0.015785519798190203,0.01563493536508314,target_1
26,-0.03288353417092327,0.1458641961229881,0.007288379076353413,-0.08875717677744374,-0.004919007922948657,-0.014561194351502996,-0.11294330938395751,0.028264738354345294,target_1
27,-0.10962329815317218,0.1463793356953307,0.007921336779830077,-0.13334349882363536,0.0025894329677596576,0.017938732447600917,-0.1028349729557322,-0.01947090658832966,target_1
28,-0.009001015045245654,-0.03508607454884841,0.02866415310137569,-0.3954400567048503,0.007225040933571819,0.011440583042830011,0.002400092015084488,-0.023551048031206903,target_1
29,-0.044967773264216124,-0.026277714254373558,0.01972268131074332,0.0713207315509708,-0.037464218770730945,-0.17136642310018188,0.018034822727296056,0.03171026923798612,target_1
30,0.27583961196182927,-0.01723406629702553,0.04552465010397721,-0.16616428633504213,-0.003858801070919799,-0.0014999350123829896,0.006209952392840123,0.0014441316678991227,target_1
31,0.13016111680452092,0.17711862783859128,0.019002552971389225,-0.01168556912773371,-0.011633818999010486,-0.0386533125311045,-0.0030501402344589408,0.026270744563428056,target_1
32,0.019505358567193074,-0.044405987586274745,0.01655021996030348,-0.2865652131095196,0.005757533803559685,0.012028792996501838,0.002184690961713342,-0.030450647615046882,target_1
33,0.28946589018988145,-0.07856373160015176,0.03011562417381018,-0.07180693096957187,0.029192906849769898,0.009546886734340175,-0.003130580320859512,-0.01292192833196322,target_1
34,0.07232144006025368,-0.030903867829970434,0.06868843316728432,0.022770010946868792,-0.03777342227982982,0.015192837065405085,-0.012554436307375128,0.01895037681187595,target_1
35,0.16767822398463353,0.1528695610357744,0.012414521477755902,-0.10614231583418927,0.0019315456179861393,0.0031444992559024067,0.020961987386666846,-0.015868729387241962,target_1
36,-0.0160503053978692,-0.041136405771123256,0.036629180888913,-0.15534292696567334,0.009173860132237333,0.013320976450438553,-0.14646480771671677,-0.02112495868263892,target_1
37,0.2540969213645982,-0.036588253129492085,0.021889063741766704,-0.03572734286537228,-0.02368359912373986,-0.04792415181463858,0.011197355237551075,0.02190545041634629,target_1
38,0.07232144006025368,-0.030903867829970434,0.06868843316728432,0.022770010946868792,-0.03777342227982982,0.015192837065405085,-0.012554436307375128,0.01895037681187595,target_1
39,0.2573038248441037,0.19362934121381992,0.026066119161041318,-0.07503532804833876,-0.0016166322208736325,-0.0012547535165951772,0.024729679854159026,0.017024082265490886,target_1
40,-0.043262510613808695,0.2227779728619155,0.01239623242101434,-0.16127031972408132,-0.0021109744477475203,0.003180484164980994,0.018718660689307845,-0.30860738171326335,target_1
