id,node_name,node_importance,node_weight,rank,target
0,title_Mrs,0.026521979690565224,25,1,target_1
0,sex_female,0.02158977880117242,25,2,target_1
0,is_alone_0.00,0.021450892523797973,25,3,target_1
0,family_size_0.00,0.008309699437403784,25,4,target_1
0,age_0.55,-0.019209051411407375,25,5,target_1
0,fare_0.95,-0.021162159424339192,20,6,target_1
0,survived_1,-0.033620085562574176,20,7,target_1
0,embarked_S,-0.33297172550924314,10,8,target_1
1,survived_1,0.015359657670334223,25,1,target_1
1,title_Mr,0.0006523019546051177,25,2,target_1
1,family_size_3.00,-0.015490059773296474,25,3,target_1
1,fare_0.95,-0.018265754228984646,25,4,target_1
1,age_0.05,-0.023061780303036922,20,5,target_1
1,sex_male,-0.027982358539613412,20,6,target_1
1,is_alone_1.00,-0.10909028817438317,20,7,target_1
1,embarked_S,-0.26305471161556954,15,8,target_1
2,age_0.05,0.10405539024382414,25,1,target_1
2,survived_0,-0.0006502104245059882,25,2,target_1
2,sex_female,-0.007899614993335025,25,3,target_1
2,fare_0.95,-0.011634704569730774,25,4,target_1
2,family_size_3.00,-0.02105498024822267,20,5,target_1
2,embarked_S,-0.125232036711617,20,6,target_1
2,title_Mrs,-0.15366088208070655,15,7,target_1
2,is_alone_1.00,-0.24280327441528538,15,8,target_1
3,age_0.65,0.16821367102696272,30,1,target_1
3,survived_0,0.01443809899416594,25,2,target_1
3,title_Mr,0.013104270373037907,25,3,target_1
3,sex_male,0.001083746532246112,25,4,target_1
3,fare_0.95,-0.02801491849929721,20,5,target_1
3,embarked_S,-0.02820290085165207,20,6,target_1
3,family_size_3.00,-0.029226613580983076,20,7,target_1
3,is_alone_1.00,-0.11256268903362485,20,8,target_1
4,age_0.45,0.16555652617126215,30,1,target_1
4,family_size_3.00,-0.013419269857402593,25,2,target_1
4,sex_female,-0.014085029874048055,25,3,target_1
4,fare_0.95,-0.015317097037441095,25,4,target_1
4,survived_0,-0.020566571376055404,20,5,target_1
4,title_Mrs,-0.08923012705797723,20,6,target_1
4,embarked_S,-0.1038406630881222,20,7,target_1
4,is_alone_1.00,-0.2136559824725367,15,8,target_1
5,age_0.95,0.2540969213645982,35,1,target_1
5,survived_1,0.02190545041634629,25,2,target_1
5,family_size_0.00,0.021889063741766704,25,3,target_1
5,is_alone_0.00,0.011197355237551075,25,4,target_1
5,sex_male,-0.02368359912373986,20,5,target_1
5,embarked_S,-0.03572734286537228,20,6,target_1
5,fare_0.75,-0.036588253129492085,20,7,target_1
5,title_Mr,-0.04792415181463858,20,8,target_1
6,age_0.95,0.16198704200972924,30,1,target_1
6,family_size_1.00,0.018251807349690292,25,2,target_1
6,sex_female,0.004124458863966147,25,3,target_1
6,title_Mrs,0.00035476603132062975,25,4,target_1
6,survived_1,-0.01378140280091701,25,5,target_1
6,is_alone_0.00,-0.05478065002349844,20,6,target_1
6,fare_0.95,-0.058864717545618936,20,7,target_1
6,embarked_S,-0.17822803910270335,15,8,target_1
7,age_0.85,0.4764951119622315,40,1,target_1
7,embarked_S,0.044748350103713336,25,2,target_1
7,survived_0,0.02364638561684057,25,3,target_1
7,title_Mr,0.018186915293615845,25,4,target_1
7,is_alone_0.00,0.01671546580932684,25,5,target_1
7,family_size_0.00,0.005836254089929821,25,6,target_1
7,sex_male,-0.002549582842679843,25,7,target_1
7,fare_0.05,-0.021765614262216716,20,8,target_1
8,age_0.95,0.36468671096170036,40,1,target_1
8,title_Mrs,0.0004270198515694233,25,2,target_1
8,fare_0.85,-0.002672319731704148,25,3,target_1
8,embarked_S,-0.011684158101319404,25,4,target_1
8,survived_1,-0.01482136246883455,25,5,target_1
8,family_size_2.00,-0.025891480544836025,20,6,target_1
8,sex_female,-0.027939101538371314,20,7,target_1
8,is_alone_1.00,-0.07631995049360636,20,8,target_1
9,age_1.05,0.25330549844604655,35,1,target_1
9,fare_0.85,0.2023979492657965,30,2,target_1
9,family_size_0.00,0.022484029204741802,25,3,target_1
9,is_alone_0.00,0.020431145555099766,25,4,target_1
9,survived_0,0.017262581893261963,25,5,target_1
9,title_Mr,0.0006806752009935387,25,6,target_1
9,sex_male,-0.0009459217538723197,25,7,target_1
9,embarked_C,-0.09416067093007821,20,8,target_1
10,fare_0.95,0.17303682516699004,30,1,target_1
10,age_0.95,0.15091646659173552,30,2,target_1
10,title_rare,0.023019197299139788,25,3,target_1
10,sex_male,0.006329408600291087,25,4,target_1
10,family_size_1.00,0.004143718276870967,25,5,target_1
10,is_alone_0.00,-0.058247378019231695,20,6,target_1
10,embarked_C,-0.13584419569500558,20,7,target_1
10,survived_0,-0.1758903814113778,15,8,target_1
11,fare_0.95,0.0976886877798073,25,1,target_1
11,family_size_1.00,0.011163342976261021,25,2,target_1
11,title_Mrs,0.009002495311796707,25,3,target_1
11,sex_female,0.0010537857264309,25,4,target_1
11,survived_1,-0.021087872786197302,20,5,target_1
11,is_alone_0.00,-0.08485284941843703,20,6,target_1
11,age_0.15,-0.09691172320269513,20,7,target_1
11,embarked_C,-0.1566390293464942,15,8,target_1
12,fare_0.95,0.13710565850165402,30,1,target_1
12,is_alone_0.00,0.019983120674549763,25,2,target_1
12,family_size_0.00,0.01260739051863003,25,3,target_1
12,sex_female,-0.007831799569895354,25,4,target_1
12,title_rare,-0.00948167290915837,25,5,target_1
12,age_0.35,-0.015007755073270207,25,6,target_1
12,embarked_C,-0.09651559855680715,20,7,target_1
12,survived_1,-0.20386376636472048,15,8,target_1
13,is_alone_0.00,0.03768551864259533,25,1,target_1
13,title_Mrs,0.01591039449617924,25,2,target_1
13,family_size_0.00,0.012947700954277235,25,3,target_1
13,sex_female,0.007043609218288388,25,4,target_1
13,survived_1,-0.030551243260311424,20,5,target_1
13,fare_0.95,-0.037736080344701745,20,6,target_1
13,age_0.45,-0.06235834131118921,20,7,target_1
13,embarked_S,-0.195484819745844,15,8,target_1
14,age_1.05,0.27447509501583756,35,1,target_1
14,survived_1,0.021499830291965522,25,2,target_1
14,family_size_0.00,0.01788168816340416,25,3,target_1
14,is_alone_0.00,0.014297934289550692,25,4,target_1
